,review_title,review_text,class
3007,overrated,concept nice plot gets well estblished first episodes plnning chrcter introduction rules min issue writing overll mening tht execution plot mess chrcters force silliest situtions usully ignored hppens often expecttions got ripped fter wtching serie went onto importnt things like pregnncy divorce strong women evil men etc know netflix enforcing politicl view,1
3008,perfect,show keep edge set relly get ttched chrcters know lot symbolism mny people bout resistnce best prts love stories redemption certin chrcters loved cting pedro alonso ochoro berlin especilly alvro morte profesor cting excellent entire cst usully like trgic endings wtch thriller becuse relistic rooting chrcters much tht hoping not ending recommended show everyone know,2
3009,season awful addition series,two msterpiece sesons epic plots tht mde show relly totlly sesons lot stretching story end seson ended nothing new,2
3010,extremely good,liked show much hve pretty good time,2
3011,got watch,enjoyed every single second mind blowing serie,2
3012,potential execution bad,cringey plot holes lzy writting plot convenience deus mchin unrelistic min girl boring irrelevnt much high school drm not wtch wste time,1
3013,season terrible,show strted intellectul pproch different interesting seson terrible imho rod runner crtoon bsed true events compred one sorry,0
3014,word not enough,best show ever even fvorites gme throns breking,2
3015,poor plot,first points tht not enjoy movies shows tht not consistent within universe exmple hve professor supposed brillint obviously mkes irrtionl stupid decisions mny exmples occurrences different chrcters secondly not find plot originl borrowed ides movies series put together gve becuse find irrtionlly high,0
3016,stop,good ide becoming sequence foolishness repetitions bsiclly repetitive sop oper guns,0
3017,best thriller seen,wtched times one suggest series like one,2
3018,,love chrcters except arturo berlin professor tokio rquil nirobi moscow helsinki loved sesons people not like one deny tht keeps edge set not end tke time mind get thts chllenge vice vers superhit mind gme,2
3019,dissapointing,mybe worst concept series tiring story bout theft tht mke spnish police seem nive morover lot references progressivism feminism not ble continue wtching,1
3020,addictive,well wht absolutely loved exciting thrilling romntic fun loved much binged wtched lockdown end seson hve recommended mny people hve wtch yes lipsinked get used tht fntstic,2
3021,,,0
3022,stupid storyline season onwards,oky wtch till seson bsiclly elements heist movie series put together one series hostge cptor flling love criminl mstermind eccentric leder turns noble mverick firebrnd chrcter tokyo buut soon enough logic strts disppering chrcters keep contrdicting every episode pst scenes put build hphzrd storyline ech episode written fter lst one ended everyone crzy nirobi getting wlking fter lung surgery stnding stright fter shot denver objectifying tokyo next episode tking hnds pproch plermo utter idiot infuriting chrcter arturo romn throw lredy everyone everyone mindless things itk like mkers decided tke elements successful movies mke mshup mkes sense totlity gint wste time lst seson,1
3023,utter thats,sure ide show smrt entertining bunch elite criminls working together rob billions dollrs chrcters berlin professionl smrt good plot could hve gret series show went downhill fter tokyo reltion rio introduced love not resonble tokyo kept using love excuse ruin pln entire tem putting everyone dnger not mistkes besides mny plot holes show tht not wnt spoil police totlly dumb useless tht del criminls stupid inefficient methods mny chrcters show not help develop plot nnoy udience much one tokyo immture rrognt kept bringing trouble whole tem ctions chrcters simply not understndble show simply not deserve positive rting would hve given better rting not nnoying chrcters plot thrilling topic simply not mix well undeveloped sudden emotions love chrcters,0
3024,highly recommended,show gret ction suspence drm mistery comedy show reminded one fvourite shows prison brek,2
3025,welcome manila,gret hve pe finlly nother worthy much nticipted support professor,2
3026,totally waste time,well coordintion tem shown series emotionl drm totlly time consuming series zero vlue ddition,0
3027,best series ever watched,completely love show finished rd seson one ddicted show extrordinry ctors story messge everything seson mde emotionl fll love every single crcter masterpiece not wit seson bellacioo come bck soon guys,2
3028,ruin shame,ruin prising zionist stte worst occuption world knows ethnic clensing crimes continues dehumniztion plestinins people illegle stte isrel shme every person stnds governments ginst oppressed people plestine free shme,0
3029,excellent disaster,like first sesons prt complete disster could not wtch prt rel problem show quickly becme fvorite show runners mde piece service mny flshbcks wste time brillint show turned service thnks,1
3030,best braking bad,best series fter breking love chrcters,2
3031,repetitive story,politicl think boring show ever,0
3032,wee bit slow prolonged still good,ctully relly enjoyed show drgged bit still gripped tht sid finl episode drove nuts non hollywood ending mny pprecite mind ended cliffhnger lest one series surely coming plese plese soon much lockdown specil,2
3033,best series seen far,fvor wtch series mindblowing speechless mzing,2
3034,childish nonsense,strted resonbly well seson one finl series beyond ridiculous highly politiclly motivted bell cio tht never mind poor hostges victims left wke heroes robbing big evil government hurrh,0
